Country,Year,Life expectancy,Child Mortality,Population,Fertility,GDP,Group
Iraq,1993,68.9,51.0,19008018.0,5.61,6379.0,Middle East & North Africa
Iraq,1994,68.8,50.0,19633844.0,5.51,6420.0,Middle East & North Africa
Iraq,1995,68.5,49.1,20288226.0,5.42,6353.0,Middle East & North Africa
Iraq,1996,68.5,48.2,20972915.0,5.32,6834.0,Middle East & North Africa
Iraq,1997,68.5,47.4,21686777.0,5.23,8027.0,Middle East & North Africa
Iraq,1998,68.7,46.5,22416190.0,5.14,10490.0,Middle East & North Africa
Iraq,1999,68.9,45.6,23143629.0,5.05,11958.0,Middle East & North Africa
Iraq,2000,69.1,44.7,23857458.0,4.97,11764.0,Middle East & North Africa
Iraq,2001,69.3,43.8,24552000.0,4.88,11684.0,Middle East & North Africa
Iraq,2002,69.4,43.0,25233067.0,4.8,10567.0,Middle East & North Africa
Iraq,2003,66.7,42.3,25914982.0,4.71,6873.0,Middle East & North Africa
Iraq,2004,65.5,41.5,26618523.0,4.63,10311.0,Middle East & North Africa
Iraq,2005,66.6,40.7,27359461.0,4.56,10489.0,Middle East & North Africa
Iraq,2006,63.3,39.9,28140999.0,4.48,11271.0,Middle East & North Africa
Iraq,2007,64.3,39.1,28960581.0,4.41,11157.0,Middle East & North Africa
Iraq,2008,66.6,38.3,29821136.0,4.34,11616.0,Middle East & North Africa
Iraq,2009,68.1,37.5,30724614.0,4.28,11992.0,Middle East & North Africa
Iraq,2010,68.3,36.6,31671591.0,4.21,12330.0,Middle East & North Africa
Iraq,2011,70.6,35.7,32664942.0,4.15,13248.0,Middle East & North Africa
Iraq,2012,70.9,34.8,33703068.0,4.09,14545.0,Middle East & North Africa
Iraq,2013,71.3,33.9,34776205.0,4.03,15368.0,Middle East & North Africa
Ireland,1964,70.7628,30.1,2860976.0,3.99,9215.0,Europe & Central Asia
Ireland,1965,70.969,28.6,2874711.0,3.95,9350.0,Europe & Central Asia
Ireland,1966,70.4852,27.0,2887470.0,3.9,9416.0,Europe & Central Asia
Ireland,1967,71.5314,25.5,2900350.0,3.86,9933.0,Europe & Central Asia
Ireland,1968,71.2276,24.1,2915420.0,3.83,10722.0,Europe & Central Asia
Ireland,1969,71.1538,23.0,2935643.0,3.82,11331.0,Europe & Central Asia
Ireland,1970,71.2,22.2,2963020.0,3.81,11551.0,Europe & Central Asia
Ireland,1971,71.3,21.7,2997907.0,3.81,11850.0,Europe & Central Asia
Ireland,1972,71.2,21.4,3039128.0,3.79,12440.0,Europe & Central Asia
Ireland,1973,71.2,21.1,3085214.0,3.74,12834.0,Europe & Central Asia
Ireland,1974,71.4,20.6,3134031.0,3.67,13176.0,Europe & Central Asia
Ireland,1975,71.7,20.0,3183759.0,3.57,13703.0,Europe & Central Asia
Ireland,1976,72.1,19.1,3233907.0,3.46,13691.0,Europe & Central Asia
Ireland,1977,72.1,18.0,3284081.0,3.34,14631.0,Europe & Central Asia
Ireland,1978,72.0,16.8,3332644.0,3.22,15499.0,Europe & Central Asia
Ireland,1979,72.1,15.5,3377699.0,3.11,15734.0,Europe & Central Asia
Ireland,1980,72.4,14.3,3417798.0,3.0,16078.0,Europe & Central Asia
Ireland,1981,72.7,13.3,3452589.0,2.9,16425.0,Europe & Central Asia
Ireland,1982,72.9,12.4,3482073.0,2.79,16640.0,Europe & Central Asia
Ireland,1983,73.1,11.7,3505714.0,2.68,16502.0,Europe & Central Asia
Ireland,1984,73.4,11.1,3523059.0,2.56,17116.0,Europe & Central Asia
Ireland,1985,73.7,10.7,3534103.0,2.45,17606.0,Europe & Central Asia
Ireland,1986,74.0,10.4,3538519.0,2.34,17546.0,Europe & Central Asia
Ireland,1987,74.3,10.1,3537244.0,2.23,18385.0,Europe & Central Asia
Ireland,1988,74.4,9.9,3533181.0,2.14,19420.0,Europe & Central Asia
Ireland,1989,74.6,9.6,3530188.0,2.06,20665.0,Europe & Central Asia
Ireland,1990,74.8,9.2,3531219.0,2.0,22468.0,Europe & Central Asia
Ireland,1991,75.1,8.6,3537626.0,1.95,22770.0,Europe & Central Asia
Ireland,1992,75.3,8.1,3549302.0,1.92,23371.0,Europe & Central Asia
Ireland,1993,75.5,7.7,3565952.0,1.9,23881.0,Europe & Central Asia
Ireland,1994,75.7,7.4,3586685.0,1.9,25156.0,Europe & Central Asia
Ireland,1995,75.8,7.3,3610958.0,1.9,27439.0,Europe & Central Asia
Ireland,1996,76.0,7.3,3638457.0,1.91,29695.0,Europe & Central Asia
Ireland,1997,76.1,7.3,3669860.0,1.92,32568.0,Europe & Central Asia
Ireland,1998,76.2,7.3,3706687.0,1.93,34985.0,Europe & Central Asia
Ireland,1999,76.4,7.3,3750945.0,1.94,38122.0,Europe & Central Asia
Ireland,2000,76.7,7.1,3803780.0,1.95,41198.0,Europe & Central Asia
Ireland,2001,77.1,6.9,3865820.0,1.96,42686.0,Europe & Central Asia
Ireland,2002,77.6,6.5,3935781.0,1.97,44423.0,Europe & Central Asia
Ireland,2003,78.1,6.1,4010506.0,1.97,44998.0,Europe & Central Asia
Ireland,2004,78.5,5.6,4085676.0,1.98,46205.0,Europe & Central Asia
Ireland,2005,78.9,5.2,4158042.0,1.99,47775.0,Europe & Central Asia
Ireland,2006,79.2,4.9,4226428.0,1.99,49048.0,Europe & Central Asia
Ireland,2007,79.4,4.6,4291258.0,2.0,50001.0,Europe & Central Asia
Ireland,2008,79.4,4.5,4352866.0,2.0,47713.0,Europe & Central Asia
Ireland,2009,79.6,4.3,4412181.0,2.0,44222.0,Europe & Central Asia
Ireland,2010,79.9,4.2,4469900.0,2.0,43860.0,Europe & Central Asia
Ireland,2011,80.2,4.1,4525802.0,2.0,44913.0,Europe & Central Asia
Ireland,2012,80.4,4.0,4579498.0,2.0,44673.0,Europe & Central Asia
Ireland,2013,80.4,3.8,4631391.0,2.0,44640.0,Europe & Central Asia
Israel,1964,69.7802,35.46,2443420.0,3.82,8152.0,Middle East & North Africa
Israel,1965,70.0465,34.37,2522641.0,3.81,8630.0,Middle East & North Africa
Israel,1966,70.2958,33.32,2591671.0,3.8,8504.0,Middle East & North Africa
Israel,1967,70.5241,32.3,2652723.0,3.8,8535.0,Middle East & North Africa
Israel,1968,70.7304,31.32,2711274.0,3.81,9634.0,Middle East & North Africa
Israel,1969,70.9197,30.36,2775091.0,3.81,10562.0,Middle East & North Africa
Israel,1970,71.1,29.43,2849534.0,3.82,11062.0,Middle East & North Africa
Israel,1971,71.4,29.32,2936585.0,3.81,11878.0,Middle East & North Africa
Israel,1972,71.5,29.21,3033863.0,3.8,12903.0,Middle East & North Africa
Israel,1973,71.1,29.1,3137027.0,3.77,13110.0,Middle East & North Africa
Israel,1974,71.6,29.2,3239653.0,3.72,13606.0,Middle East & North Africa
Israel,1975,71.8,26.2,3336984.0,3.66,13751.0,Middle East & North Africa
Israel,1976,72.3,23.8,3428067.0,3.59,13626.0,Middle East & North Africa
Israel,1977,72.7,21.8,3514143.0,3.51,13324.0,Middle East & North Africa
Israel,1978,73.0,20.2,3595324.0,3.43,13656.0,Middle East & North Africa
Israel,1979,73.4,19.0,3672295.0,3.35,14159.0,Middle East & North Africa
Israel,1980,73.8,18.0,3745797.0,3.28,14768.0,Middle East & North Africa
Israel,1981,74.1,17.3,3816400.0,3.22,15245.0,Middle East & North Africa
Israel,1982,74.3,16.6,3884594.0,3.17,15265.0,Middle East & North Africa
Israel,1983,74.4,16.0,3951159.0,3.13,15501.0,Middle East & North Africa
Israel,1984,74.6,15.2,4017024.0,3.11,15310.0,Middle East & North Africa
Israel,1985,74.9,14.4,4083495.0,3.09,15542.0,Middle East & North Africa
Israel,1986,75.2,13.7,4149457.0,3.07,16015.0,Middle East & North Africa
Israel,1987,75.5,13.1,4216475.0,3.06,16871.0,Middle East & North Africa
Israel,1988,75.8,12.5,4291626.0,3.04,16906.0,Middle East & North Africa
Israel,1989,76.2,12.1,4384139.0,3.02,16743.0,Middle East & North Africa
Israel,1990,76.4,11.6,4499949.0,3.0,17152.0,Middle East & North Africa
Israel,1991,76.5,11.1,4642324.0,2.97,17394.0,Middle East & North Africa
Israel,1992,76.6,10.5,4807603.0,2.95,17749.0,Middle East & North Africa
Israel,1993,76.9,9.9,4986162.0,2.94,18244.0,Middle East & North Africa
Israel,1994,77.2,9.2,5164345.0,2.93,19010.0,Middle East & North Africa
Israel,1995,77.5,8.7,5332079.0,2.92,22550.0,Middle East & North Africa
Israel,1996,77.8,8.2,5486774.0,2.92,23240.0,Middle East & North Africa
Israel,1997,78.1,7.8,5630785.0,2.93,23544.0,Middle East & North Africa
Israel,1998,78.3,7.5,5765115.0,2.93,24009.0,Middle East & North Africa
Israel,1999,78.6,7.2,5892366.0,2.92,24263.0,Middle East & North Africa
Israel,2000,78.8,6.9,6014953.0,2.92,25739.0,Middle East & North Africa
Israel,2001,78.9,6.6,6131313.0,2.92,25167.0,Middle East & North Africa
Israel,2002,79.1,6.4,6241593.0,2.91,24650.0,Middle East & North Africa
Israel,2003,79.4,6.1,6352106.0,2.91,24470.0,Middle East & North Africa
Israel,2004,79.7,5.8,6471236.0,2.91,25256.0,Middle East & North Africa
Israel,2005,80.0,5.6,6604572.0,2.91,25891.0,Middle East & North Africa
Israel,2006,80.2,5.3,6755143.0,2.91,26908.0,Middle East & North Africa
Israel,2007,80.6,5.1,6920182.0,2.91,28091.0,Middle East & North Africa
Israel,2008,80.9,4.9,7092324.0,2.92,28562.0,Middle East & North Africa
Israel,2009,81.2,4.7,7260949.0,2.92,28419.0,Middle East & North Africa
Israel,2010,81.5,4.6,7418400.0,2.92,29509.0,Middle East & North Africa
Israel,2011,81.8,4.4,7562194.0,2.92,30183.0,Middle East & North Africa
Israel,2012,82.1,4.3,7694670.0,2.91,30518.0,Middle East & North Africa
Israel,2013,82.2,4.2,7818860.0,2.9,30927.0,Middle East & North Africa
Italy,1964,70.3472,43.1,51054762.0,2.5,12343.0,Europe & Central Asia
Italy,1965,70.21600000000001,41.0,51453513.0,2.52,12599.0,Europe & Central Asia
Italy,1966,70.9648,39.3,51839323.0,2.52,13279.0,Europe & Central Asia
Italy,1967,71.0036,37.8,52215095.0,2.52,13997.0,Europe & Central Asia
Italy,1968,70.8224,36.4,52584254.0,2.52,14929.0,Europe & Central Asia
Italy,1969,70.8412,35.1,52952971.0,2.5,15735.0,Europe & Central Asia
Italy,1970,71.6,33.6,53324772.0,2.47,16450.0,Europe & Central Asia
Italy,1971,71.9,31.9,53700117.0,2.43,16680.0,Europe & Central Asia
Italy,1972,72.0,29.9,54074032.0,2.38,17160.0,Europe & Central Asia
Italy,1973,72.2,27.6,54438147.0,2.32,18390.0,Europe & Central Asia
Italy,1974,72.6,25.3,54781374.0,2.24,19085.0,Europe & Central Asia
Italy,1975,72.9,23.1,55095516.0,2.17,18469.0,Europe & Central Asia
Italy,1976,73.2,21.1,55377233.0,2.08,19699.0,Europe & Central Asia
Italy,1977,73.6,19.5,55627789.0,1.99,20050.0,Europe & Central Asia
Italy,1978,73.8,18.1,55849349.0,1.9,20882.0,Europe & Central Asia
Italy,1979,74.0,17.0,56046086.0,1.81,22146.0,Europe & Central Asia
Italy,1980,74.2,16.1,56221171.0,1.72,22861.0,Europe & Central Asia
Italy,1981,74.5,15.2,56376115.0,1.64,23113.0,Europe & Central Asia
Italy,1982,74.9,14.3,56510204.0,1.57,23385.0,Europe & Central Asia
Italy,1983,75.0,13.5,56622072.0,1.51,23664.0,Europe & Central Asia
Italy,1984,75.4,12.7,56709575.0,1.46,24842.0,Europe & Central Asia
Italy,1985,75.7,12.0,56772141.0,1.41,25646.0,Europe & Central Asia
Italy,1986,76.0,11.3,56808914.0,1.38,26242.0,Europe & Central Asia
Italy,1987,76.3,10.8,56823401.0,1.35,27304.0,Europe & Central Asia
Italy,1988,76.6,10.4,56824700.0,1.33,28879.0,Europe & Central Asia
Italy,1989,76.8,10.0,56824792.0,1.31,30152.0,Europe & Central Asia
Italy,1990,77.0,9.6,56832330.0,1.3,30746.0,Europe & Central Asia
Italy,1991,77.0,9.3,56856059.0,1.29,31198.0,Europe & Central Asia
Italy,1992,77.3,8.9,56895154.0,1.28,31437.0,Europe & Central Asia
Italy,1993,77.6,8.5,56937520.0,1.26,31149.0,Europe & Central Asia
Italy,1994,77.8,8.0,56965197.0,1.25,31813.0,Europe & Central Asia
Italy,1995,78.0,7.5,56968039.0,1.24,32731.0,Europe & Central Asia
Italy,1996,78.3,7.0,56938342.0,1.23,33143.0,Europe & Central Asia
Italy,1997,78.7,6.6,56888300.0,1.22,33733.0,Europe & Central Asia
Italy,1998,79.0,6.2,56851522.0,1.22,34269.0,Europe & Central Asia
Italy,1999,79.3,5.9,56873677.0,1.21,34798.0,Europe & Central Asia
Italy,2000,79.6,5.5,56986329.0,1.22,36073.0,Europe & Central Asia
Italy,2001,79.8,5.2,57199219.0,1.23,36692.0,Europe & Central Asia
Italy,2002,80.0,5.0,57498867.0,1.25,36729.0,Europe & Central Asia
Italy,2003,80.3,4.7,57864332.0,1.27,36622.0,Europe & Central Asia
Italy,2004,80.8,4.5,58263782.0,1.29,36962.0,Europe & Central Asia
Italy,2005,81.2,4.4,58671206.0,1.32,37130.0,Europe & Central Asia
Italy,2006,81.2,4.3,59082100.0,1.34,37761.0,Europe & Central Asia
Italy,2007,81.3,4.2,59495243.0,1.37,38125.0,Europe & Central Asia
Italy,2008,81.4,4.1,59891479.0,1.39,37475.0,Europe & Central Asia
Italy,2009,81.6,4.1,60248654.0,1.42,35260.0,Europe & Central Asia
Italy,2010,81.9,4.0,60550848.0,1.44,35753.0,Europe & Central Asia
Italy,2011,82.0,3.9,60788694.0,1.45,35901.0,Europe & Central Asia
Italy,2012,82.1,3.7,60964145.0,1.47,34813.0,Europe & Central Asia
Italy,2013,82.1,3.6,61087395.0,1.49,33827.0,Europe & Central Asia
Jamaica,1964,66.14208,71.8,1734820.0,5.78,5965.0,America
Jamaica,1965,66.5349,69.2,1760400.0,5.82,6304.0,America
Jamaica,1966,66.89372,66.8,1783255.0,5.82,6424.0,America
Jamaica,1967,67.22454,64.5,1804079.0,5.79,6522.0,America
Jamaica,1968,67.53336,62.3,1824153.0,5.72,6734.0,America
Jamaica,1969,67.82518,60.0,1845371.0,5.62,7132.0,America
Jamaica,1970,68.1,57.8,1869031.0,5.48,7880.0,America
Jamaica,1971,68.4,55.5,1895729.0,5.31,7769.0,America
Jamaica,1972,68.9,53.3,1924871.0,5.11,7862.0,America
Jamaica,1973,69.3,51.2,1955153.0,4.9,8398.0,America
Jamaica,1974,69.7,49.3,1984678.0,4.69,7929.0,America
Jamaica,1975,70.0,47.6,2012156.0,4.48,7782.0,America
Jamaica,1976,70.2,46.0,2036770.0,4.29,7196.0,America
Jamaica,1977,70.5,44.5,2059107.0,4.12,6952.0,America
Jamaica,1978,71.0,43.1,2080943.0,3.97,6912.0,America
Jamaica,1979,71.6,41.9,2104823.0,3.84,6688.0,America
Jamaica,1980,72.1,40.7,2132390.0,3.73,6243.0,America
Jamaica,1981,72.3,39.5,2164601.0,3.64,6310.0,America
Jamaica,1982,72.4,38.4,2200377.0,3.56,6268.0,America
Jamaica,1983,72.4,37.3,2236865.0,3.48,6375.0,America
Jamaica,1984,72.4,36.3,2270069.0,3.39,6288.0,America
Jamaica,1985,72.6,35.3,2297232.0,3.31,5969.0,America
Jamaica,1986,72.9,34.3,2317284.0,3.22,6041.0,America
Jamaica,1987,73.2,33.3,2331427.0,3.14,6481.0,America
Jamaica,1988,73.6,32.4,2341957.0,3.07,6641.0,America
Jamaica,1989,74.0,31.5,2352279.0,3.01,7056.0,America
Jamaica,1990,74.4,30.6,2364909.0,2.95,7391.0,America
Jamaica,1991,74.6,29.6,2380447.0,2.9,7697.0,America
Jamaica,1992,74.6,28.7,2398249.0,2.86,7792.0,America
Jamaica,1993,74.4,27.8,2418080.0,2.82,8463.0,America
Jamaica,1994,74.2,26.9,2439337.0,2.78,8514.0,America
Jamaica,1995,73.9,26.0,2461516.0,2.74,8644.0,America
Jamaica,1996,73.5,25.1,2484672.0,2.71,8531.0,America
Jamaica,1997,73.1,24.3,2508867.0,2.68,8354.0,America
Jamaica,1998,72.8,23.4,2533550.0,2.66,8086.0,America
Jamaica,1999,72.6,22.7,2558003.0,2.63,8115.0,America
Jamaica,2000,72.7,22.0,2581648.0,2.6,8139.0,America
Jamaica,2001,72.9,21.4,2604321.0,2.58,8197.0,America
Jamaica,2002,73.4,20.9,2625968.0,2.55,8349.0,America
Jamaica,2003,73.9,20.4,2646269.0,2.53,8500.0,America
Jamaica,2004,74.3,20.0,2664897.0,2.5,8651.0,America
Jamaica,2005,74.7,19.7,2681653.0,2.47,8803.0,America
Jamaica,2006,75.2,19.5,2696334.0,2.44,8954.0,America
Jamaica,2007,75.4,19.2,2709042.0,2.41,9047.0,America
Jamaica,2008,75.5,18.9,2720282.0,2.39,8951.0,America
Jamaica,2009,75.6,18.5,2730774.0,2.36,8526.0,America
Jamaica,2010,75.5,18.1,2741052.0,2.33,8370.0,America
Jamaica,2011,75.6,17.6,2751273.0,2.31,8485.0,America
Jamaica,2012,75.5,17.2,2761331.0,2.28,8521.0,America
Jamaica,2013,75.5,16.7,2771179.0,2.26,8607.0,America
Japan,1964,70.3944,27.0,96253698.0,1.97,6741.0,East Asia & Pacific
Japan,1965,70.447,24.6,97342773.0,1.98,7048.0,East Asia & Pacific
Japan,1966,71.2596,22.6,98495891.0,2.0,7724.0,East Asia & Pacific
Japan,1967,71.5522,21.0,99712724.0,2.02,8454.0,East Asia & Pacific
Japan,1968,71.8748,19.6,100990902.0,2.05,9439.0,East Asia & Pacific
Japan,1969,72.1074,18.5,102326089.0,2.08,10548.0,East Asia & Pacific
Japan,1970,72.2,17.5,103710287.0,2.1,14203.0,East Asia & Pacific
Japan,1971,72.8,16.5,105145914.0,2.11,14673.0,East Asia & Pacific
Japan,1972,73.2,15.7,106619818.0,2.11,15694.0,East Asia & Pacific
Japan,1973,73.5,14.9,108089192.0,2.09,16731.0,East Asia & Pacific
Japan,1974,73.9,14.1,109498615.0,2.05,16320.0,East Asia & Pacific
Japan,1975,74.4,13.3,110808090.0,2.0,16632.0,East Asia & Pacific
Japan,1976,74.9,12.5,111996339.0,1.94,17117.0,East Asia & Pacific
Japan,1977,75.3,11.8,113071149.0,1.89,17705.0,East Asia & Pacific
Japan,1978,75.7,11.1,114057650.0,1.84,18484.0,East Asia & Pacific
Japan,1979,76.1,10.5,114996088.0,1.8,19346.0,East Asia & Pacific
Japan,1980,76.3,9.9,115914688.0,1.78,19741.0,East Asia & Pacific
Japan,1981,76.7,9.3,116823958.0,1.76,20413.0,East Asia & Pacific
Japan,1982,77.0,8.8,117711145.0,1.75,20951.0,East Asia & Pacific
Japan,1983,77.1,8.3,118554190.0,1.74,21446.0,East Asia & Pacific
Japan,1984,77.4,7.9,119320901.0,1.73,22268.0,East Asia & Pacific
Japan,1985,77.8,7.5,119990547.0,1.72,23554.0,East Asia & Pacific
Japan,1986,78.1,7.1,120553260.0,1.7,24116.0,East Asia & Pacific
Japan,1987,78.4,6.8,121023579.0,1.67,25018.0,East Asia & Pacific
Japan,1988,78.6,6.6,121434677.0,1.64,26724.0,East Asia & Pacific
Japan,1989,78.9,6.4,121832924.0,1.61,28077.0,East Asia & Pacific
Japan,1990,79.1,6.3,122251184.0,1.57,29550.0,East Asia & Pacific
Japan,1991,79.2,6.2,122703017.0,1.54,30437.0,East Asia & Pacific
Japan,1992,79.4,6.1,123177552.0,1.5,30610.0,East Asia & Pacific
Japan,1993,79.6,6.0,123653405.0,1.47,30587.0,East Asia & Pacific
Japan,1994,79.8,5.9,124097649.0,1.44,30746.0,East Asia & Pacific
Japan,1995,79.9,5.7,124486744.0,1.41,31224.0,East Asia & Pacific
Japan,1996,80.3,5.5,124814986.0,1.39,31958.0,East Asia & Pacific
Japan,1997,80.6,5.2,125091571.0,1.37,32391.0,East Asia & Pacific
Japan,1998,80.6,5.0,125325617.0,1.35,31656.0,East Asia & Pacific
Japan,1999,80.7,4.7,125531619.0,1.34,31535.0,East Asia & Pacific
Japan,2000,81.1,4.5,125720310.0,1.32,32193.0,East Asia & Pacific
Japan,2001,81.4,4.3,125893623.0,1.31,32230.0,East Asia & Pacific
Japan,2002,81.7,4.1,126048366.0,1.3,32248.0,East Asia & Pacific
Japan,2003,81.8,4.0,126184149.0,1.3,32721.0,East Asia & Pacific
Japan,2004,82.0,3.9,126299414.0,1.3,33483.0,East Asia & Pacific
Japan,2005,82.2,3.7,126392944.0,1.31,33916.0,East Asia & Pacific
Japan,2006,82.3,3.6,126464789.0,1.32,34468.0,East Asia & Pacific
Japan,2007,82.5,3.5,126515486.0,1.33,35183.0,East Asia & Pacific
Japan,2008,82.6,3.4,126544640.0,1.34,34800.0,East Asia & Pacific
Japan,2009,82.8,3.3,126551705.0,1.36,32880.0,East Asia & Pacific
Japan,2010,83.0,3.2,126535920.0,1.37,34404.0,East Asia & Pacific
Japan,2011,82.8,3.4,126497241.0,1.39,34316.0,East Asia & Pacific
Japan,2012,83.2,3.0,126434653.0,1.41,34988.0,East Asia & Pacific
Japan,2013,83.3,2.9,126345235.0,1.42,35614.0,East Asia & Pacific
Jordan,1964,58.518519999999995,123.8,1059627.0,8.03,5556.0,Middle East & North Africa
Jordan,1965,59.3421,117.1,1129219.0,8.06,5937.0,Middle East & North Africa
Jordan,1966,60.157680000000006,110.9,1220890.0,8.05,5855.0,Middle East & North Africa
Jordan,1967,60.96326,105.1,1330877.0,8.03,5711.0,Middle East & North Africa
Jordan,1968,61.75584,99.7,1449985.0,8.0,4994.0,Middle East & North Africa
Jordan,1969,62.53442,94.7,1565143.0,7.97,5182.0,Middle East & North Africa
Jordan,1970,63.3,90.1,1666920.0,7.93,4478.0,Middle East & North Africa
Jordan,1971,63.9,85.7,1752689.0,7.88,4421.0,Middle East & North Africa
Jordan,1972,64.5,81.6,1825322.0,7.82,4401.0,Middle East & North Africa
Jordan,1973,65.0,77.7,1887681.0,7.75,4462.0,Middle East & North Africa
Jordan,1974,65.3,74.1,1944733.0,7.68,4681.0,Middle East & North Africa
Jordan,1975,65.5,70.6,2000538.0,7.6,4824.0,Middle East & North Africa
Jordan,1976,65.6,67.3,2055198.0,7.52,5781.0,Middle East & North Africa
Jordan,1977,65.8,64.2,2108538.0,7.46,5941.0,Middle East & North Africa
Jordan,1978,65.9,61.3,2164159.0,7.39,6939.0,Middle East & North Africa
Jordan,1979,66.1,58.5,2226485.0,7.33,7313.0,Middle East & North Africa
Jordan,1980,66.5,55.9,2298691.0,7.26,8357.0,Middle East & North Africa
Jordan,1981,67.1,53.4,2383227.0,7.18,8397.0,Middle East & North Africa
Jordan,1982,67.6,51.0,2479683.0,7.07,8657.0,Middle East & North Africa
Jordan,1983,68.2,48.7,2584859.0,6.94,8493.0,Middle East & North Africa
Jordan,1984,68.8,46.6,2693837.0,6.77,8884.0,Middle East & North Africa
Jordan,1985,69.3,44.6,2803422.0,6.58,8859.0,Middle East & North Africa
Jordan,1986,69.9,42.7,2910375.0,6.37,9318.0,Middle East & North Africa
Jordan,1987,70.6,40.9,3016540.0,6.16,9244.0,Middle East & North Africa
Jordan,1988,71.2,39.3,3129651.0,5.94,8844.0,Middle East & North Africa
Jordan,1989,71.6,37.9,3260496.0,5.73,7637.0,Middle East & North Africa
Jordan,1990,72.0,36.6,3415567.0,5.54,7057.0,Middle East & North Africa
Jordan,1991,72.2,35.4,3599359.0,5.35,6426.0,Middle East & North Africa
Jordan,1992,72.4,34.3,3806045.0,5.17,7242.0,Middle East & North Africa
Jordan,1993,72.6,33.3,4019284.0,5.0,7242.0,Middle East & North Africa
Jordan,1994,72.7,32.4,4216536.0,4.83,7312.0,Middle East & North Africa
Jordan,1995,72.8,31.5,4382005.0,4.68,7516.0,Middle East & North Africa
Jordan,1996,72.9,30.7,4510082.0,4.53,7443.0,Middle East & North Africa
Jordan,1997,72.9,29.9,4606717.0,4.4,7481.0,Middle East & North Africa
Jordan,1998,73.0,29.1,4682018.0,4.27,7503.0,Middle East & North Africa
Jordan,1999,73.0,28.4,4751501.0,4.16,7566.0,Middle East & North Africa
Jordan,2000,73.1,27.7,4827096.0,4.05,7695.0,Middle East & North Africa
Jordan,2001,73.2,26.9,4910056.0,3.97,7903.0,Middle East & North Africa
Jordan,2002,73.4,26.2,4998372.0,3.89,8160.0,Middle East & North Africa
Jordan,2003,73.6,25.5,5096790.0,3.83,8292.0,Middle East & North Africa
Jordan,2004,73.9,24.8,5210369.0,3.78,8788.0,Middle East & North Africa
Jordan,2005,74.2,24.1,5342002.0,3.73,9293.0,Middle East & North Africa
Jordan,2006,75.1,23.4,5495117.0,3.69,9818.0,Middle East & North Africa
Jordan,2007,76.1,22.7,5667443.0,3.64,10386.0,Middle East & North Africa
Jordan,2008,76.8,22.1,5848952.0,3.59,10897.0,Middle East & North Africa
Jordan,2009,77.3,21.5,6025592.0,3.53,11243.0,Middle East & North Africa
Jordan,2010,77.6,20.8,6187227.0,3.46,11256.0,Middle East & North Africa
Jordan,2011,77.9,20.2,6330169.0,3.39,11292.0,Middle East & North Africa
Jordan,2012,78.0,19.6,6457260.0,3.31,11340.0,Middle East & North Africa
Jordan,2013,78.1,19.0,6572903.0,3.24,11405.0,Middle East & North Africa
Kazakhstan,1964,60.159040000000005,108.03,11577537.0,4.2,9418.0,Europe & Central Asia
Kazakhstan,1965,60.5942,104.3,11909001.0,4.06,9836.0,Europe & Central Asia
Kazakhstan,1966,61.01636,100.7,12200891.0,3.92,10202.0,Europe & Central Asia
Kazakhstan,1967,61.42252,97.23,12455366.0,3.79,10546.0,Europe & Central Asia
Kazakhstan,1968,61.807680000000005,93.88,12682452.0,3.68,11059.0,Europe & Central Asia
Kazakhstan,1969,62.16884,90.64,12897025.0,3.6,11115.0,Europe & Central Asia
Kazakhstan,1970,62.5,87.52,13109992.0,3.54,11864.0,Europe & Central Asia
Kazakhstan,1971,62.8,84.5,13325342.0,3.49,12067.0,Europe & Central Asia
Kazakhstan,1972,63.0,82.6,13540301.0,3.44,12021.0,Europe & Central Asia
Kazakhstan,1973,63.2,80.8,13751019.0,3.39,12914.0,Europe & Central Asia
Kazakhstan,1974,63.4,79.3,13950987.0,3.32,13052.0,Europe & Central Asia
Kazakhstan,1975,63.6,77.8,14136006.0,3.25,12857.0,Europe & Central Asia
Kazakhstan,1976,63.7,76.4,14304947.0,3.18,13224.0,Europe & Central Asia
Kazakhstan,1977,63.9,75.0,14461277.0,3.11,13301.0,Europe & Central Asia
Kazakhstan,1978,64.1,73.6,14610810.0,3.05,13402.0,Europe & Central Asia
Kazakhstan,1979,64.4,72.0,14761508.0,3.0,13115.0,Europe & Central Asia
Kazakhstan,1980,64.6,70.2,14918991.0,2.97,12914.0,Europe & Central Asia
Kazakhstan,1981,65.0,68.1,15082186.0,2.97,12816.0,Europe & Central Asia
Kazakhstan,1982,65.3,65.9,15248460.0,2.97,12913.0,Europe & Central Asia
Kazakhstan,1983,65.7,63.6,15419454.0,2.99,13100.0,Europe & Central Asia
Kazakhstan,1984,66.1,61.5,15596921.0,3.01,13032.0,Europe & Central Asia
Kazakhstan,1985,66.4,59.4,15780002.0,3.02,12922.0,Europe & Central Asia
Kazakhstan,1986,66.8,57.5,15972358.0,3.03,13222.0,Europe & Central Asia
Kazakhstan,1987,67.0,55.8,16167918.0,3.02,13166.0,Europe & Central Asia
Kazakhstan,1988,67.1,54.4,16344294.0,2.98,13225.0,Europe & Central Asia
Kazakhstan,1989,67.0,53.3,16471823.0,2.92,13242.0,Europe & Central Asia
Kazakhstan,1990,66.7,52.6,16530000.0,2.84,12729.0,Europe & Central Asia
Kazakhstan,1991,66.2,52.4,16513480.0,2.73,11258.0,Europe & Central Asia
